1,1000,159,0.5,126,0.458
4,1000,181,0.013,193,0
3,1000,404,0.01,106,0
2,1000,425,0.05,1638,0.029
3,2000,2472,0.1725,453,0
4,2000,1688,0.0405,2467,0
1,2000,450,0.028,3867,0
1,3000,885,0.004333333333333333,395,0
2,2000,4699,0.1435,2916,0.113
3,3000,8252,0.05466666666666667,3252,0.21333333333333335
2,3000,5219,0.043666666666666666,339,0.012666666666666666
2,4000,379,0.005,776,0.128
2,5000,1054,0.022,583,0.0082
2,6000,1236,0.022,1048,0.105
2,7000,897,0.06771428571428571,1377,0.34085714285714286
2,8000,2679,0.059,816,0.174
2,9000,1288,0.1,1456,0.055
1,4000,13169,0.1735,12514,0.072
2,10000,3474,0.0282,1811,0.0594
2,11000,5289,0.03690909090909091,2499,0.24181818181818182
4,3000,35811,0.08433333333333333,2143,0
1,5000,11387,0.0606,1648,0.055
2,12000,2973,0.09666666666666666,1693,0.042166666666666665
1,6000,3292,0.0255,1122,0.1145
1,7000,1324,0.10142857142857142,1036,0.21071428571428572
2,13000,2419,0.06738461538461539,2661,0.11753846153846154
1,8000,2665,0.25275,833,0.19275
2,14000,3404,0.06707142857142857,4504,0.15857142857142856
1,9000,3394,0.19755555555555557,2349,0.10511111111111111
1,10000,2886,0.0705,2477,0.0937
2,15000,6402,0.1084,4310,0.3904666666666667
1,11000,3195,0.05690909090909091,1711,0.1668181818181818
1,12000,5228,0.08266666666666667,7925,0.215
4,4000,33909,0.15775,11234,0.3635
1,13000,5080,0.1266153846153846,2709,0.0010769230769230769
1,14000,3427,0.01814285714285714,1755,0.13992857142857143
1,15000,3508,0.09126666666666666,3585,0.039066666666666666
1,16000,5985,0.1233125,3757,0.069125
1,17000,3932,0.09394117647058824,4334,0.20611764705882352
3,4000,109781,0.114,6165,0.016
1,18000,8260,0.023666666666666666,2430,0.10338888888888889
1,19000,11316,0.05436842105263158,3078,0.0508421052631579
1,20000,6419,0.0425,6428,0.13925
1,21000,9891,0.11752380952380953,5024,0.30104761904761906
1,22000,8387,0.04318181818181818,5323,0.18009090909090908
1,23000,8878,0.25765217391304346,5026,0.021217391304347827
1,24000,6350,0.0665,3609,0.08041666666666666
4,5000,135640,0.048,2065,0.1404
1,25000,11919,0.0532,5590,0.0838
1,26000,13599,0.10596153846153847,4670,0.1433846153846154
4,6000,24526,0.15316666666666667,7983,0.16216666666666665
2,16000,113984,0.13075,85894,0.0883125
3,5000,155783,0.1232,1289,0.0322
3,6000,857,0.18266666666666667,650,0.06683333333333333
1,27000,38536,0.23655555555555555,5263,0.030629629629629628
3,7000,2225,0.004714285714285714,2883,0.23785714285714285
3,8000,1959,0.209125,956,0.112125
3,9000,3348,0.08444444444444445,2519,0.09644444444444444
1,28000,11711,0.12975,16642,0.06389285714285714
2,17000,6538,0.08917647058823529,93160,0.02788235294117647
3,10000,61734,0.0559,10415,0.0674
2,18000,6941,0.08188888888888889,2827,0.07827777777777778
2,19000,4836,0.2837368421052632,5960,0.357421052631579
2,20000,10012,0.1306,4872,0.3538
2,21000,7692,0.20333333333333334,3191,0.07780952380952381
2,22000,13919,0.10640909090909091,4004,0.10836363636363637
2,23000,8588,0.06752173913043479,14141,0.03295652173913043
3,11000,82659,0.07909090909090909,3399,0.09090909090909091
3,12000,4749,0.006583333333333333,2404,0.26558333333333334
3,13000,2297,0.08061538461538462,1587,0.017923076923076924
2,24000,12013,0.23329166666666667,4560,0.194625
3,14000,4437,0.11114285714285714,2478,0
3,15000,4041,0.124,3522,0.17906666666666668
3,16000,5220,0.035375,2920,0.146625
2,25000,15939,0.04968,8533,0.20912
3,17000,5027,0.1378235294117647,4835,0.12435294117647058
2,26000,7136,0.16434615384615384,7050,0.07
4,7000,255263,0.16714285714285715,2112,0.052714285714285714
3,18000,5332,0.10911111111111112,5555,0.07872222222222222
4,8000,2468,0.053375,1508,0.297375
4,9000,1822,0.09555555555555556,1956,0.20733333333333334
3,19000,3992,0.15426315789473685,3637,0.21563157894736842
4,10000,2212,0.0321,8597,0.493
3,20000,6133,0.1762,4284,0.201
4,11000,1719,0.024272727272727272,2370,0.13190909090909092
2,27000,18990,0.16448148148148148,8516,0.09796296296296296
4,12000,4104,0.08491666666666667,3780,0.38775
3,21000,9881,0.15014285714285713,4597,0.39480952380952383
4,13000,2968,0.12361538461538461,2730,0.3323076923076923
2,28000,8802,0.1265,6227,0.32621428571428573
4,14000,2916,0.17392857142857143,4623,0.3102857142857143
3,22000,8366,0.1320909090909091,3956,0.0545
4,15000,3450,0.0428,2306,0.13053333333333333
4,16000,3994,0.022875,3332,0.03425
4,17000,4759,0.1376470588235294,3079,0.01858823529411765
4,18000,8670,0.10272222222222223,2961,0.028833333333333332
4,19000,6621,0.13447368421052633,2535,0.05057894736842105
4,20000,12048,0.14865,3210,0.0903
4,21000,9640,0.038380952380952384,3097,0.12747619047619047
4,22000,7506,0.14081818181818181,5453,0.20136363636363636
4,23000,8062,0.10395652173913043,6166,0.015565217391304348
4,24000,9547,0.220375,4346,0.112625
4,25000,6655,0.08856,4529,0.12492
4,26000,11962,0.10073076923076923,5397,0.0895
4,27000,14284,0.006111111111111111,4543,0.10051851851851852
4,28000,10014,0.12282142857142857,23167,0.07217857142857143
3,23000,35831,0.13969565217391305,372229,0.267
3,24000,59793,0.136125,16026,0.161375
3,25000,20181,0.20044,7910,0.12892
3,26000,10200,0.09884615384615385,4511,0.26753846153846156
3,27000,12989,0.22218518518518518,4637,0.039407407407407405
3,28000,16211,0.19992857142857143,7985,0.03525
